X_ref,Y_ref,Phi_ref,Kappa_ref,V_ref
384.0,1.7793597590673507,0.4062379607673387,-0.006759177764352402,10.0
384.5,1.9933525356057902,0.4024305881881028,-0.00724118715264248,10.0
385.0,2.205020996539514,0.3983672665769938,-0.007725363927735487,10.0
385.5,2.4142224890554687,0.3940480737882688,-0.008211696563363268,10.0
386.0,2.6208158860123127,0.389473156413685,-0.00870014454995446,10.0
386.5,2.8246616751788043,0.3846427409298908,-0.009190636311549451,10.0
387.0,3.025622047463955,0.3795571454848707,-0.009683067117956861,10.0
387.5,3.2235609840846413,0.3742167923027224,-0.010177297007644588,10.0
388.0,3.4183443426153186,0.3686222206798832,-0.010673148737701752,10.0
388.5,3.609839941866288,0.36277410054101233,-0.01117040578108339,10.0
389.0,3.7979176455376242,0.35667324651396637,-0.011668810394122842,10.0
389.5,3.982449444595656,0.35032063247713935,-0.012168061778971595,10.0
390.0,4.16330953832131,0.34371740652359395,-0.012667814370234363,10.0
390.5,4.340374413978791,0.3368649062771197,-0.013167676275988853,10.0
391.0,4.513522925055053,0.32976467448734986,-0.013667207907122426,10.0
391.5,4.682636368021267,0.3224184748195379,-0.014165920831286167,10.0
392.0,4.847598557567582,0.31482830774583315,-0.014663276888583932,10.0
