Step,X_ref,Y_ref,X_act,Y_act,Lat_Error,Delta_f,Vx,X_est,Y_est
588,275,8.67716,274.074,8.53199,0.122792,-0.119037,10.0017,274.143,8.66706
589,275.5,8.78269,274.565,8.62827,0.0035281,-0.11161,10.0038,274.535,8.66022
590,276,8.88223,275.057,8.72299,0.103879,-0.00030287,10.0077,274.966,8.78348
591,276.5,8.97573,275.545,8.83478,0.142717,0.0670083,10.0099,275.461,8.91731
592,277,9.06314,276.031,8.95399,0.127085,-0.107525,10.0112,275.938,9.07135
593,277.5,9.1444,276.527,9.02982,0.204274,-0.0810999,10.0084,276.399,9.22896
594,278,9.21948,277.02,9.11659,0.210014,-0.0110709,10.0101,276.853,9.23779
595,278.5,9.28833,277.512,9.21191,0.184031,-0.047355,10.0105,277.35,9.28148
596,279,9.35093,278.006,9.2908,0.3358,-0.17486,10.0076,277.831,9.55848
597,279.5,9.40723,278.506,9.33589,0.158836,-0.149676,10.0049,278.502,9.47725
598,280,9.45721,279.004,9.38166,0.0754417,-0.174948,10.0034,278.985,9.45109
599,280.5,9.50084,279.505,9.40504,0.0793505,-0.0445901,10.0001,279.464,9.47549
600,281,9.5381,280.003,9.4468,0.156441,-0.0763222,9.9977,279.977,9.61739
601,281.5,9.56899,280.503,9.46532,0.0428286,-0.0867716,9.99507,280.358,9.57987
602,282,9.59347,281.002,9.47611,-0.0567958,-0.119191,9.99202,280.944,9.57222
603,282.5,9.61155,281.502,9.47158,-0.0773,0.0107818,9.98732,281.431,9.49996
604,283,9.62322,282.001,9.4917,-0.0527317,0.093226,9.98272,281.793,9.52422
605,283.5,9.62848,282.5,9.52297,-0.0368838,-0.0512675,9.97872,282.415,9.57304
606,284,9.62733,282.999,9.51865,-0.27869,-0.045293,9.97721,282.978,9.36163
607,284.5,9.61978,283.498,9.52322,-0.297435,-0.0862305,9.97511,283.476,9.36628
608,285,9.60584,283.997,9.51315,-0.150979,0.0883024,9.97394,283.944,9.41225
609,285.5,9.58552,284.496,9.54275,-0.050419,0.0452469,9.97906,284.471,9.50464
610,286,9.55884,284.995,9.55501,-0.179086,-0.122484,9.98034,285.091,9.44169
611,286.5,9.52582,285.494,9.53171,-0.122752,-0.138924,9.98086,285.604,9.41118
612,287,9.4865,285.993,9.50727,-0.0944525,0.0340418,9.98146,286.161,9.33048
613,287.5,9.44089,286.493,9.51577,-0.119686,-0.13965,9.98089,286.517,9.4377
614,288,9.38904,286.991,9.46815,-0.2598,-0.186389,9.98074,287.011,9.29368
615,288.5,9.33098,287.488,9.40952,-0.0734052,-0.0118558,9.9825,287.496,9.37024
616,289,9.26676,287.987,9.38265,0.129098,0.136754,9.98505,287.951,9.4466
617,289.5,9.19641,288.488,9.37761,-0.0210411,-0.0377789,9.99061,288.546,9.24861
618,290,9.11999,288.985,9.32774,0.0300195,-0.20445,9.99759,289.054,9.35027
619,290.5,9.03755,289.481,9.24633,-0.0276303,-0.129113,10.0012,289.28,9.22634
620,291,8.94915,289.977,9.17979,0.101197,0.0169126,10.0013,289.784,9.20911
621,291.5,8.85484,290.476,9.13205,0.00278123,-0.042099,10.0081,290.385,9.03777
622,292,8.75469,290.971,9.05807,0.015003,-0.177951,10.01,290.974,8.98608
623,292.5,8.64877,291.461,8.95024,0.0659988,-0.0749252,10.0092,291.425,8.93892
624,293,8.53715,291.954,8.86367,0.105631,-0.0726707,10.0104,291.861,8.87736
625,293.5,8.4199,292.445,8.76243,0.0754105,-0.0666508,10.0138,292.307,8.7616
626,294,8.2971,292.934,8.65507,0.0347387,-0.126953,10.0186,292.846,8.63388
627,294.5,8.16883,293.419,8.52609,0.073578,-0.079741,10.0168,293.392,8.51614
628,295,8.03517,293.904,8.40221,0.0944557,-0.0378889,10.011,293.898,8.4493
629,295.5,7.89622,294.389,8.27774,0.246061,-0.100154,10.0091,294.426,8.45599
630,296,7.75206,294.868,8.13064,0.224001,-0.0160321,10.0098,294.99,8.27839
631,296.5,7.60279,295.351,8.00018,0.0194987,-0.163032,10.009,295.347,8.00985
632,297,7.4485,295.821,7.82555,0.0705671,-0.0724497,10.0057,295.843,7.89216
633,297,7.4485,296.297,7.66997,0.0517645,-0.00415786,10.005,296.239,7.73684
634,297.5,7.28929,296.774,7.51777,-0.166382,-0.0522112,10.0068,296.702,7.46285
635,298,7.12527,297.244,7.34747,-0.0855109,-0.0427259,10.0076,297.201,7.32678
636,298.5,6.95654,297.715,7.17863,0.16265,0.130521,10.0024,297.693,7.29105
637,299,6.78322,298.199,7.04737,0.0210935,-0.00977041,9.99794,298.155,7.08599
638,299.5,6.6054,298.67,6.87997,-0.0306022,-0.183949,9.99672,298.703,6.91037
639,300,6.42322,299.131,6.68007,-0.0403289,-0.0268725,9.99792,299.194,6.6882
640,300.5,6.23678,299.603,6.51653,0.0144606,0.0315602,9.99794,299.684,6.53194
641,301,6.0462,300.075,6.35243,-0.00711589,0.0158993,9.99882,300.161,6.32322
642,301.5,5.8516,300.545,6.18187,-0.056474,-0.0791181,10.0022,300.609,6.14092
643,302,5.65312,301.009,5.99109,-0.0967547,-0.0660295,10.0086,301.034,5.97639
644,302.5,5.45087,301.473,5.80402,-0.161144,-0.00444218,10.0171,301.501,5.69142
645,303,5.24499,301.941,5.62498,-0.0156044,0.170091,10.021,301.996,5.52859
646,303.5,5.0356,302.424,5.48202,-0.0964466,0.0164946,10.0204,302.439,5.34566
647,304,4.82284,302.892,5.30371,-0.119517,-0.157319,10.0178,302.921,5.17283
648,304.5,4.60685,303.35,5.09662,0.018538,-0.00358081,10.0217,303.409,4.99276
649,305,4.38776,303.822,4.92714,0.128475,0.00993868,10.0201,303.97,4.92719
650,305,4.38776,304.29,4.74886,0.0467031,-0.163906,10.0176,304.314,4.82679
651,305.5,4.16571,304.741,4.52814,0.0388051,-0.11211,10.0136,304.808,4.60719
652,306,3.94084,305.196,4.31943,-0.0187598,0.0616559,10.0106,305.259,4.29936
653,306.5,3.71329,305.664,4.13818,-0.0089554,0.0960668,10.0148,305.68,4.09607
654,307,3.48321,306.131,3.95641,-0.0223568,0.113516,10.0203,306.083,3.82931
655,307.5,3.25074,306.602,3.78407,0.135308,-0.00557383,10.0227,306.682,3.77754
656,308,3.01603,307.065,3.59239,0.00476959,-0.0829041,10.0219,306.902,3.53724
657,308.5,2.77923,307.525,3.39125,0.172453,-0.0848135,10.0184,307.611,3.38254
658,309,2.54048,307.983,3.18896,0.211381,-0.0112124,10.0171,308.012,3.22023
659,309,2.54048,308.446,2.99684,0.109864,-0.126,10.0173,308.41,3.02038
660,309.5,2.29994,308.894,2.77082,-0.0307924,-0.202615,10.0209,308.87,2.69836
661,310,2.05776,309.333,2.52472,0.114942,-0.0280817,10.0261,309.202,2.57233
662,310.5,1.81409,309.785,2.30795,0.19836,0.146451,10.0302,309.707,2.36639
663,311,1.56908,310.25,2.11541,0.229397,-0.027594,10.032,310.261,2.18841
664,311.5,1.32289,310.694,1.88164,-0.0247835,-0.143159,10.0342,310.545,1.85746
665,312,1.07567,311.131,1.63169,-0.0094868,-0.203488,10.0384,310.968,1.6923
666,312.5,0.82758,311.559,1.36575,0.0378886,-0.0289549,10.0394,311.414,1.45515
667,313,0.578771,312,1.12683,0.180527,0.145578,10.0407,311.951,1.28897
668,313,0.578771,312.455,0.91145,0.0087261,0.0201137,10.0381,312.332,0.974069
669,313.5,0.329399,312.893,0.666956,-0.112862,-0.153114,10.0329,312.838,0.665714
670,314,0.0796217,313.316,0.394209,-0.133409,0.0196358,10.0256,313.214,0.388541
671,314.5,-0.170406,313.76,0.16121,-0.0384937,0.19274,10.0201,313.749,0.156073
672,315,-0.420526,314.22,-0.0439533,0.0564282,0.152222,10.0197,314.264,-0.0278353
673,315.5,-0.670584,314.674,-0.255011,0.14324,0.0408955,10.0117,314.725,-0.166784
674,316,-0.920424,315.123,-0.475543,-0.142915,-0.106589,10.0065,315,-0.473482
675,316.5,-1.16989,315.562,-0.717611,-0.178583,-0.19873,10.0027,315.382,-0.677419
676,317,-1.41882,315.991,-0.97805,-0.0482924,-0.025488,9.99837,315.903,-0.905883
677,317.5,-1.66707,316.434,-1.20833,0.134449,0.147875,9.99315,316.475,-1.03992
678,318,-1.91448,316.891,-1.41472,0.144987,0.0584602,9.98993,317.018,-1.25125
679,318,-1.91448,317.335,-1.64214,0.127383,-0.114911,9.98507,317.428,-1.40387
680,318.5,-2.1609,317.765,-1.89754,0.0277576,-0.0112206,9.97862,317.775,-1.73901
681,319,-2.40617,318.209,-2.12521,-0.0856984,0.0548185,9.97605,318.146,-2.09383
682,319.5,-2.65014,318.657,-2.34629,0.00682747,0.0480217,9.97345,318.646,-2.24574
683,320,-2.89266,319.102,-2.56969,0.0733712,0.0838174,9.96853,319.098,-2.45816
684,320.5,-3.13358,319.554,-2.78035,-0.0202875,-0.0658226,9.96807,319.658,-2.74076
685,321,-3.37275,319.992,-3.02087,-0.178291,-0.155524,9.97243,320.088,-3.04255
686,321.5,-3.61003,320.421,-3.27616,-0.0512547,0.0190091,9.97487,320.611,-3.22022
687,322,-3.84525,320.869,-3.49751,-0.0582094,0.192718,9.97173,320.991,-3.47315
688,322.5,-4.07829,321.33,-3.69098,-0.152555,0.0457123,9.96267,321.371,-3.72318
689,323,-4.309,321.775,-3.91489,-0.143029,0.0328347,9.95396,321.89,-3.95226
690,323.5,-4.53722,322.225,-4.12674,-0.000802588,0.152546,9.95034,322.342,-4.06719
691,323.5,-4.53722,322.69,-4.30638,0.126793,0.120498,9.94784,322.813,-4.15075
692,324,-4.76283,323.153,-4.48957,0.0300436,-0.0539086,9.94724,323.167,-4.3461
693,324.5,-4.98568,323.604,-4.70121,-0.0313265,-0.201443,9.94812,323.605,-4.58433
694,325,-5.20564,324.044,-4.93834,-0.100819,-0.02691,9.95134,323.988,-4.82955
695,325.5,-5.42257,324.499,-5.13994,0.0236275,0.0625736,9.95394,324.505,-4.96541
696,326,-5.63634,324.957,-5.33659,-0.0748987,0.144749,9.95697,324.922,-5.25858
697,326.5,-5.84682,325.422,-5.51633,-0.186507,-0.0179273,9.95694,325.525,-5.59387
698,327,-6.05387,325.873,-5.72785,-0.164669,0.105002,9.95819,325.934,-5.80982
699,327,-6.05387,326.341,-5.89944,-0.114702,0.123173,9.96046,326.194,-5.92621
700,327.5,-6.25737,326.811,-6.06661,0.0816069,0.0682464,9.96605,326.8,-5.99766
701,328,-6.45721,327.28,-6.23806,0.0703706,-0.0293903,9.97304,327.278,-6.12644
702,328.5,-6.65324,327.743,-6.42245,-0.0533738,-0.203923,9.97948,327.75,-6.36216
703,329,-6.84536,328.194,-6.64341,-0.209046,-0.0440874,9.98486,328.207,-6.73286
704,329.5,-7.03345,328.657,-6.83016,-0.097421,0.113102,9.99119,328.668,-6.7645
705,330,-7.21739,329.13,-6.99595,-0.0218372,0.159278,9.9917,329.067,-6.88378
706,330.5,-7.39707,329.605,-7.15372,-0.0744392,0.16761,9.98931,329.467,-7.11385
707,331,-7.57239,330.083,-7.2989,-0.0666497,0.0378167,9.98642,329.888,-7.22181
708,331.5,-7.74323,330.556,-7.46075,-0.0237498,0.0689156,9.98346,330.329,-7.40285
709,332,-7.90949,331.035,-7.60106,0.00762272,0.086772,9.98147,330.99,-7.60772
710,332.5,-8.07108,331.516,-7.73278,0.0340001,-0.0297847,9.97769,331.52,-7.71827
711,333,-8.22789,331.991,-7.8869,0.150836,-0.00947344,9.97477,331.924,-7.74246
712,333.5,-8.37984,332.469,-8.02923,0.165037,0.0138576,9.97392,332.373,-7.86444
713,334,-8.52682,332.948,-8.16795,0.229756,-0.0370378,9.97303,333.032,-8.02532
714,334.5,-8.66876,333.423,-8.32002,0.408559,0.00397912,9.96992,333.644,-8.05179
715,335,-8.80557,333.901,-8.46126,0.112437,-0.121738,9.96862,333.93,-8.34253
716,335.5,-8.93716,334.368,-8.63605,-0.0198325,-0.20107,9.96894,334.48,-8.53467
717,336,-9.06346,334.829,-8.83094,0.0496673,-0.0269215,9.96813,334.943,-8.64169
718,336.5,-9.1844,335.3,-8.99473,0.0444959,0.147611,9.96789,335.352,-8.85419
719,337,-9.2999,335.78,-9.13295,0.129939,0.199387,9.965,335.932,-8.92729
720,337,-9.2999,336.264,-9.25983,0.0528059,0.0275682,9.96435,336.267,-9.0151
721,337.5,-9.40989,336.737,-9.41475,-0.0580017,0.0195438,9.96346,336.759,-9.27861
722,338,-9.51432,337.215,-9.55505,0.0194414,0.117597,9.96662,337.174,-9.29745
723,338.5,-9.61311,337.702,-9.66827,-0.101539,0.0923639,9.96538,337.737,-9.5161
724,339,-9.70623,338.186,-9.78522,-0.37013,0.0968189,9.9683,338.188,-9.87115
725,340,-9.87518,338.674,-9.89089,-0.31979,0.171202,9.97602,338.712,-9.98594
726,340,-9.87518,339.168,-9.96921,-0.258077,0.202897,9.98019,339.207,-10.0847
727,340.5,-9.95093,339.665,-10.0298,-0.266796,0.157678,9.98138,339.662,-10.1417
728,341,-10.0208,340.161,-10.0854,-0.169429,0.00423026,9.97894,340.136,-10.0964
729,342,-10.1428,340.655,-10.1613,-0.223189,0.0955007,9.98086,340.811,-10.2207
730,342.5,-10.1948,341.153,-10.2005,-0.191624,0.0291505,9.98079,341.252,-10.2331
731,343,-10.2408,341.649,-10.2548,-0.0398442,0.198772,9.97689,341.877,-10.2353
732,343,-10.2408,342.15,-10.2581,-0.0886193,0.108478,9.97892,342.214,-10.3025
733,343.5,-10.2808,342.649,-10.2797,-0.0426913,-0.00976464,9.98001,342.733,-10.2796
734,344,-10.3147,343.147,-10.3141,-0.0824549,0.0210339,9.98202,343.143,-10.354
735,344.5,-10.3426,343.646,-10.331,-0.0414354,0.0186703,9.98456,343.66,-10.3598
736,345,-10.3644,344.144,-10.3489,0.0754291,0.0733203,9.98155,344.019,-10.3025
737,345.5,-10.3801,344.644,-10.3512,0.154992,0.0140232,9.98456,344.751,-10.2387
738,346,-10.3898,345.143,-10.3662,-0.0262721,-0.0593784,9.98698,345.112,-10.3534
739,346.5,-10.3933,345.642,-10.3939,0.0716444,-0.0512328,9.98935,345.561,-10.2499
740,347,-10.3908,346.141,-10.4186,0.00530464,0.1233,9.99372,346.139,-10.376
741,347.5,-10.3821,346.642,-10.4041,0.0142484,0.113239,9.99478,346.71,-10.3642
742,348,-10.3675,347.142,-10.3954,-0.0771518,0.0938148,9.98975,347.161,-10.4628
743,348.5,-10.3467,347.641,-10.3806,0.0273673,0.0714398,9.98623,347.545,-10.3886
744,349,-10.32,348.14,-10.3607,0.288477,0.0956175,9.98494,347.985,-10.156
745,349.5,-10.2872,348.638,-10.3259,0.106349,-0.0296433,9.98387,348.6,-10.2232
746,350,-10.2485,349.138,-10.316,-0.0956303,-0.173677,9.97855,349.062,-10.2853
747,350.5,-10.2038,349.638,-10.3353,-0.23341,2.40414e-05,9.9751,349.673,-10.4211
748,351,-10.1532,350.136,-10.3139,-0.00592689,0.173038,9.96775,350.001,-10.2778
749,351.5,-10.0967,350.633,-10.2629,0.0341292,0.196386,9.95903,350.353,-10.2358
750,352,-10.0344,351.129,-10.205,0.0991399,0.0219324,9.9587,350.965,-10.0385
751,352.5,-9.9663,351.626,-10.1755,-0.147869,-0.00618109,9.95833,351.486,-10.212
752,353,-9.89248,352.123,-10.1359,-0.307409,0.0491312,9.95798,352.068,-10.3116
753,353.5,-9.81298,352.618,-10.0799,-0.208367,0.184237,9.96366,352.349,-10.2396
754,354,-9.72785,353.11,-9.98983,-0.229964,0.198859,9.96947,353.034,-10.1668
755,354.5,-9.63716,353.6,-9.89042,-0.238018,0.0650094,9.9775,353.53,-10.0054
756,355,-9.54097,354.092,-9.80784,-0.179907,0.0875607,9.98198,353.967,-9.91367
757,355.5,-9.43934,354.581,-9.70211,-0.0674916,0.203955,9.98779,354.532,-9.76205
758,356,-9.33236,355.062,-9.56048,-0.0137833,0.0891257,9.98894,355.107,-9.55214
759,356.5,-9.22009,355.546,-9.43881,0.0164402,-0.00746753,9.98735,355.534,-9.43071
760,357,-9.10261,356.032,-9.32383,0.0867743,0.0314416,9.98515,356.084,-9.2654
761,357.5,-8.98001,356.513,-9.19142,0.0836121,-0.000738902,9.98181,356.584,-9.12249
762,358,-8.85237,356.997,-9.06716,0.0170586,-0.0430843,9.9827,357.025,-9.07037
763,358.5,-8.71977,357.482,-8.95112,-0.0266135,0.0264866,9.98107,357.609,-8.98942
764,359,-8.5823,357.963,-8.81818,0.0289154,0.0471145,9.97995,357.991,-8.83668
765,359.5,-8.44007,358.444,-8.68338,0.14318,0.0477209,9.9779,358.457,-8.60302
766,360,-8.29317,358.923,-8.54617,-0.0298982,0.0159303,9.97357,358.892,-8.61919
767,360.5,-8.1417,359.404,-8.41245,-0.0348231,-0.0450944,9.97405,359.342,-8.43498
768,361,-7.98575,359.887,-8.28965,-0.0752429,0.129439,9.97435,359.828,-8.41556
769,361.5,-7.82545,360.359,-8.1229,0.10459,0.171092,9.96966,360.31,-8.15124
770,362,-7.66088,360.827,-7.94852,0.0190207,0.0865982,9.96757,360.887,-7.98595
771,362.5,-7.49218,361.297,-7.78353,-0.0583969,-0.0876844,9.96649,361.323,-7.85879
772,362.5,-7.49218,361.777,-7.64586,-0.00445099,0.0868485,9.97058,361.74,-7.77205
773,363,-7.31945,362.24,-7.45945,0.276309,0.155277,9.97493,362.19,-7.41415
774,363.5,-7.14281,362.7,-7.26247,0.27723,-0.0133699,9.97739,362.557,-7.20933
775,364,-6.96237,363.172,-7.09846,0.0397815,-0.187903,9.98053,363.004,-7.13968
776,364.5,-6.77826,363.655,-6.96372,-0.0315188,-0.20461,9.98785,363.659,-6.99173
777,365,-6.5906,364.139,-6.83559,0.00136379,-0.0300772,9.9945,364.136,-6.85518
778,365.5,-6.39953,364.615,-6.68193,-0.0471524,0.144456,10.0022,364.626,-6.79119
779,366,-6.20516,365.084,-6.50251,-0.0304205,0.10693,10.0088,365.066,-6.58806
780,366.5,-6.00762,365.556,-6.33402,0.0579849,0.0481199,10.0117,365.597,-6.26489
781,367,-5.80706,366.028,-6.16756,0.0385376,0.0575321,10.0081,366.002,-6.14755
782,367.5,-5.6036,366.495,-5.98949,0.113146,0.04278,10.0012,366.363,-5.90455
783,368,-5.39739,366.962,-5.81047,0.0558104,0.0372669,10.0008,366.896,-5.75361
784,368,-5.39739,367.428,-5.62795,0.129531,0.0362666,9.9998,367.252,-5.53641
785,368.5,-5.18855,367.892,-5.44184,0.115126,0.0611088,10.0023,367.698,-5.40365
786,369,-4.97723,368.353,-5.24645,0.00494182,-0.000783103,10.0074,368.192,-5.2744
787,369.5,-4.76357,368.818,-5.06224,0.102292,-0.0366366,10.0119,368.773,-4.96113
788,370.5,-4.3298,369.286,-4.88171,0.0129143,0.0947184,10.018,369.427,-4.79739
789,370.5,-4.3298,369.741,-4.67008,0.0423631,-0.0798145,10.0236,369.787,-4.53837
790,371,-4.10999,370.214,-4.50154,0.00333306,0.0549701,10.0283,370.224,-4.44322
791,371.5,-3.88841,370.671,-4.29512,-0.127274,0.031828,10.0276,370.72,-4.32211
792,372,-3.66522,371.133,-4.099,-0.0176983,0.0420474,10.0295,371.088,-4.09279
793,372.5,-3.44057,371.592,-3.89663,0.0643505,0.147733,10.0297,371.467,-3.88365
794,373,-3.2146,372.038,-3.66624,0.0385792,-0.0268,10.0322,371.941,-3.64634
795,373.5,-2.98748,372.501,-3.47203,0.0624956,-0.10339,10.0302,372.383,-3.42277
796,374,-2.75934,372.967,-3.28504,0.0923776,-0.00176957,10.0243,372.938,-3.14495
797,374.5,-2.53035,373.423,-3.07677,0.0145325,-0.0950988,10.0212,373.383,-2.97903
798,374.5,-2.53035,373.891,-2.89844,-0.0549813,0.00218897,10.0197,373.824,-2.91236
799,375,-2.30064,374.351,-2.69894,-0.144216,0.0539772,10.0157,374.277,-2.79792
800,375.5,-2.07039,374.808,-2.49422,-0.15335,0.0392936,10.0102,374.729,-2.54383
801,376.5,-1.60885,375.266,-2.29285,-0.167478,0.165715,10.0076,375.45,-2.32435
802,376.5,-1.60885,375.709,-2.05734,-0.0116258,0.199654,10.0055,375.836,-1.9961
803,377,-1.37786,376.145,-1.80963,0.0758895,0.0403356,10.0057,376.09,-1.7669
804,377.5,-1.14694,376.592,-1.58462,0.201316,-0.0953634,10.0082,376.583,-1.39643
805,378,-0.916242,377.048,-1.37459,0.0928282,-0.123848,10.0182,377.106,-1.20219
806,378.5,-0.685915,377.505,-1.16844,-0.00326394,-0.18049,10.0224,377.546,-1.04581
807,379,-0.456114,377.973,-0.983732,-0.00767612,-0.0147067,10.0261,378.03,-0.872208
808,379.5,-0.226994,378.427,-0.772224,-0.046542,0.11721,10.0217,378.486,-0.791122
809,380,0.00129178,378.874,-0.543817,0.00963173,0.0599741,10.0177,378.996,-0.489261
810,380,0.00129178,379.327,-0.329643,0.010256,-0.0513942,10.0162,379.312,-0.318302
811,380.5,0.228591,379.787,-0.131879,-0.113822,-0.0733583,10.0158,379.733,-0.250324
812,381,0.45475,380.248,0.065177,-0.018428,-0.0469595,10.0116,380.254,0.0746082
813,381.5,0.679619,380.707,0.2639,-0.128597,0.111193,10.0094,380.787,0.185505
814,382,0.903047,381.153,0.493354,-0.0862617,-0.0624868,10.006,381.223,0.458984
815,382.5,1.12488,381.618,0.679583,0.0189086,0.112046,10.0088,381.596,0.631435
816,383,1.34498,382.061,0.914066,-0.0232865,-0.0608844,10.0128,382.138,0.963957
817,383.5,1.56319,382.525,1.10537,-0.168987,-0.152427,10.0099,382.621,1.09619
818,384,1.77936,382.994,1.28247,-0.0582357,0.0217128,10.0084,382.982,1.27148
819,384.5,1.99335,383.447,1.49491,0.0513812,0.196246,10.011,383.424,1.47351
820,384.5,1.99335,383.889,1.73683,0.0538403,0.0217128,10.0136,383.822,1.72069
821,385,2.20502,384.346,1.94054,0.0235611,-0.151908,10.0123,384.241,1.95726
822,385.5,2.41422,384.816,2.11912,0.045878,-0.0863165,10.0122,384.641,2.15155
823,386,2.62082,385.277,2.3137,0.0853318,0.0314648,10.0106,385.145,2.31515
824,386.5,2.82466,385.731,2.52352,-0.106829,0.0196232,10.0066,385.692,2.39501
825,387,3.02562,386.19,2.72357,-0.31171,-0.127656,10.0058,386.245,2.49827
826,387.5,3.22356,386.662,2.89138,-0.0253816,0.0465212,10.0044,386.601,2.82621
827,388,3.41834,387.117,3.10071,0.142373,0.199839,10.0034,387.104,3.11043
828,388.5,3.60984,387.56,3.33711,0.112696,0.0257222,10.0017,387.635,3.33632
829,389,3.79792,388.019,3.53716,0.0171431,-0.148811,10.0032,388.022,3.42719
830,389.5,3.98245,388.489,3.71215,0.0788737,-0.161904,10.0018,388.387,3.66936
831,390,4.16331,388.959,3.88504,0.224801,-0.0691267,9.9985,389,3.98129
832,390.5,4.34037,389.425,4.06666,0.143729,-0.0449036,9.99432,389.417,4.10316
833,391,4.51352,389.893,4.24029,0.0572444,-0.200452,9.99302,389.802,4.24844
834,391,4.51352,390.378,4.37036,0.034303,-0.0448283,9.99156,390.234,4.35647
835,391.5,4.68264,390.85,4.53221,0.230592,0.0574583,9.98792,390.723,4.60149
836,392.5,5.0083,391.32,4.70293,0.19131,0.0915825,9.98801,391.285,4.73845
837,393,5.16462,391.788,4.8781,-0.0144255,-0.0829505,9.99111,391.827,4.81353
838,393,5.16462,392.269,5.0165,-0.170448,-0.201502,9.9923,392.243,4.86432
839,393.5,5.31646,392.757,5.1327,-0.149143,-0.0269688,9.99281,392.732,4.95169
840,394,5.4637,393.234,5.28322,0.0543142,0.147324,9.9924,393.141,5.15457
841,394.5,5.60626,393.703,5.46001,0.0696458,0.0395077,9.99229,393.597,5.39967
842,395,5.74402,394.18,5.60872,0.107917,-0.135025,9.9938,394.133,5.60744
843,395.5,5.8769,394.667,5.72697,0.0439715,-0.0817456,9.99225,394.61,5.70066
844,396,6.0048,395.148,5.86055,0.0295434,-0.129835,9.98823,395.112,5.86966
845,396.5,6.12762,395.636,5.97085,0.242001,0.00490744,9.98889,395.551,6.04679
846,397,6.24528,396.117,6.10589,0.0797347,0.0246397,9.98559,396.088,6.07522
847,397.5,6.3577,396.599,6.23545,0.00443025,-0.149882,9.9865,396.623,6.21593
848,398,6.4648,397.093,6.32197,0.11829,-0.0939263,9.98887,397.125,6.39691
849,398.5,6.5665,397.582,6.42299,0.136044,0.0233417,9.99304,397.604,6.44702
850,399,6.66272,398.068,6.5406,-0.0908817,-0.120586,9.99572,398.094,6.44139
851,399.5,6.75339,398.564,6.61426,-0.153572,-0.192862,10.004,398.5,6.53092
852,400,6.83845,399.063,6.6701,0.0375011,-0.0183295,10.0088,398.887,6.6998
853,400.5,6.91784,399.556,6.75849,0.126654,0.156203,10.0113,399.418,6.7871
854,401,6.99149,400.045,6.87475,0.0172956,-0.0183295,10.0172,399.971,6.84998
855,401.5,7.05934,400.541,6.94632,-0.126242,-0.192862,10.0226,400.59,6.86759
856,402,7.12135,401.043,6.9864,0.0363625,-0.0503878,10.0233,401.208,7.03917
857,402.5,7.17747,401.539,7.05972,0.128907,0.0647451,10.0243,401.565,7.17429
858,403,7.22764,402.033,7.1459,0.0351227,-0.109553,10.024,402.051,7.18253
859,403.5,7.27183,402.534,7.18351,0.0556099,-0.102754,10.0238,402.495,7.27696
860,404,7.31001,403.034,7.22682,0.103985,-0.0617615,10.0252,402.948,7.37273
861,404.5,7.34213,403.533,7.27111,0.0651177,-0.00828905,10.0263,403.356,7.33365
862,405,7.36816,404.032,7.31934,0.205687,-0.0355005,10.0249,403.836,7.44809
863,405.5,7.38809,404.532,7.35516,0.0917952,-0.075862,10.0226,404.439,7.43452
864,406,7.40188,405.032,7.37945,0.0345891,-0.197848,10.0172,404.848,7.43662
865,406.5,7.40952,405.535,7.36897,-0.0637126,-0.0522297,10.0095,405.47,7.32263
866,407,7.41099,406.034,7.38723,-0.136468,-0.0507969,10.0002,405.961,7.28379
867,407.5,7.40629,406.534,7.3889,-0.149909,-0.026378,9.99588,406.472,7.24326
868,408,7.3954,407.034,7.39112,-0.0839165,0.00752748,9.99491,406.99,7.31089
869,408.5,7.37832,407.534,7.39769,-0.0444653,-0.0587946,9.9972,407.491,7.35605
870,409,7.35506,408.034,7.38506,0.0253145,-0.053066,9.99707,407.969,7.40843
871,409.5,7.32561,408.534,7.37386,-0.121248,-0.0765375,9.9992,408.447,7.27695
872,410,7.28999,409.034,7.35141,-0.167233,-0.0966388,10.0039,409.048,7.19093
873,410.5,7.2482,409.533,7.31839,-0.0344041,0.0199649,10.0096,409.603,7.24308
874,411,7.20027,410.034,7.30775,0.0751609,-0.0288856,10.0144,410.072,7.26799
875,411.5,7.14622,410.534,7.27671,0.0740326,-0.10591,10.0138,410.578,7.29151
876,412,7.08606,411.033,7.2269,0.0927429,-0.201828,10.0151,411.115,7.30892
877,412.5,7.01983,411.529,7.14947,-0.00953129,-0.100976,10.0132,411.581,7.15588
878,413,6.94756,412.026,7.08698,-0.137106,-0.0688644,10.0074,411.981,7
879,413.5,6.86928,412.521,7.01489,-0.145361,0.0115966,9.99939,412.381,6.91315
880,414,6.78503,413.017,6.9535,0.035511,0.0677248,9.99253,412.956,6.94898
881,414.5,6.69486,413.514,6.90075,0.0562846,0.00881713,9.98771,413.545,6.88445
882,415,6.59881,414.008,6.83456,0.0653008,-0.15959,9.98147,414.127,6.86142
883,415.5,6.49693,414.498,6.73141,0.0338671,-0.10927,9.97673,414.552,6.69076
884,416,6.38929,414.989,6.6406,0.0957515,-0.0467567,9.9774,415.071,6.61139
885,416.5,6.27592,415.48,6.5516,0.211918,-0.125482,9.97697,415.66,6.62293
886,417,6.15691,415.965,6.43276,0.0284273,-0.19287,9.97756,416.158,6.40609
887,417.5,6.0323,416.445,6.29191,-0.146082,-0.203377,9.98213,416.342,6.26834
